year,last_name, first_name,player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,Thompson, Zach,605507,R,FC,419,87.1,2545,6.1,0.2661941374867298,0.29446181558881673,187.80828112102253,223.21252344306416,Cutter,29,705,630,-35.404242322041625,35.40424232204164,75,11,45,10,30,1,15,11:45,10:30,+1H 15M
,Morton, Charlie,450203,R,FC,253,87.5,2423,4.6,0.20794352751058615,0.23147497753017784,188.54359745118958,230.27267802908534,Cutter,23,705,615,-41.72908057789576,41.729080577895736,90,11,45,10,15,1,30,11:45,10:15,+1H 30M
,Keuchel, Dallas,572971,L,FC,660,85.1,2213,7.4,0.3418949145976557,0.3919449353615918,188.1301456622585,164.66134866545343,Cutter,39,705,750,23.468796996805082,23.468796996805086,-45,11,45,12,30,0,45,11:45,12:30,-0H 45M
,Clase, Emmanuel,661403,R,FC,719,100.2,2579,10.6,0.49014144185654723,0.5886729995981309,182.28851752412498,196.64897431380123,Cutter,59,720,690,-14.360456789676249,14.360456789676228,30,12,0,11,30,0,30,12:00,11:30,+0H 30M
,Gonzales, Marco,594835,L,FC,327,85.5,2115,13,0.6040324137948998,0.7392416884249713,206.3274681757093,192.2021288474783,Cutter,74,660,690,14.125339328231007,14.125339328231007,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,Stroman, Marcus,573186,R,FC,414,89.9,2593,5.6,0.24644539256195291,0.28922814784419965,179.5115810618175,213.86092304908172,Cutter,29,720,645,-34.34934198726421,34.34934198726421,75,12,0,10,45,1,15,12:00,10:45,+1H 15M
,Pérez, Martín,527048,L,FC,537,89.6,2225,10.3,0.47484977720723975,0.6130785885455531,207.84443741297457,181.38953779687347,Cutter,61,660,720,26.454899616101102,26.454899616101095,-60,11,0,12,0,1,0,11:00,12:00,-1H 00M
,Eovaldi, Nathan,543135,R,FC,364,92.5,2280,11,0.5075448783284042,0.6920657718132085,165.44566943240108,184.2637284788524,Cutter,69,750,705,-18.81805904645134,18.81805904645135,45,12,30,11,45,0,45,12:30,11:45,+0H 45M
,Yarbrough, Ryan,642232,L,FC,990,81.9,2117,6.4,0.28856295799724285,0.40487946407608805,187.38907551250935,156.39032507847838,Cutter,40,705,765,30.998750434030967,30.99875043403094,-60,11,45,12,45,1,0,11:45,12:45,-1H 00M
,Anderson, Tyler,542881,L,FC,701,85,2487,9.2,0.4058599847232342,0.4666684821591901,194.53841493443787,163.11434311335964,Cutter,47,690,750,31.42407182107823,31.424071821078254,-60,11,30,12,30,1,0,11:30,12:30,-1H 00M
,Chatwood, Tyler,543022,R,FC,212,88.9,2711,5.8,0.24993355594833466,0.2522468555100427,239.88769415901703,278.863295086364,Cutter,25,600,525,-38.97560092734699,38.975600927346974,75,10,0,8,45,1,15,10:00,8:45,+1H 15M
,Buehler, Walker,621111,R,FC,509,91.6,2623,10.2,0.45420945683290165,0.46122488155079416,196.12781250004076,221.93168274864857,Cutter,46,690,630,-25.803870248607808,25.803870248607836,60,11,30,10,30,1,0,11:30,10:30,+1H 00M
,Petit, Yusmeiro,433589,R,FC,253,84.5,2136,16.4,0.7515230743526475,0.8035211503999429,169.58367454238996,176.3781637375546,Cutter,80,735,720,-6.79448919516463,6.794489195164611,15,12,15,12,0,0,15,12:15,12:00,+0H 15M
,Wainwright, Adam,425794,R,FC,668,84.9,2411,8.9,0.39934058836832165,0.46124416583989647,202.52909140898694,233.86685602811892,Cutter,46,675,615,-31.337764619131974,31.337764619131967,60,11,15,10,15,1,0,11:15,10:15,+1H 00M
,Thompson, Keegan,624522,R,FC,257,89.7,2496,7.2,0.3242818711855572,0.3737950320746643,193.54757727981226,231.42173387061496,Cutter,37,690,615,-37.8741565908027,37.87415659080272,75,11,30,10,15,1,15,11:30,10:15,+1H 15M
,Armstrong, Shawn,542888,R,FC,219,89.3,2659,8.8,0.37620573642396876,0.4387394713148876,219.3936784301816,246.23586034543519,Cutter,44,645,585,-26.842181915253576,26.842181915253597,60,10,45,9,45,1,0,10:45,9:45,+1H 00M
,Watkins, Spenser,657093,R,FC,296,86.7,2367,8.9,0.4001526376761203,0.5309843510677734,198.81205726435454,224.50455653012642,Cutter,53,675,630,-25.692499265771886,25.692499265771893,45,11,15,10,30,0,45,11:15,10:30,+0H 45M
,Alexander, Tyler,641302,L,FC,578,86.2,2336,8.8,0.4019060168569381,0.4588843434877237,184.30455462309135,150.4257276890356,Cutter,46,705,60,33.87882693405575,33.878826934055745,-75,11,45,1,0,1,15,11:45,1:00,-1H 15M
,Martínez, Carlos,593372,R,FC,272,90.6,2171,8.8,0.4276006598216324,0.5244185337635984,146.44027527427406,171.66763252078954,Cutter,52,60,735,-25.22735724651548,25.22735724651547,45,1,0,12,15,0,45,1:00,12:15,+0H 45M
,Misiewicz, Anthony,664948,L,FC,297,88.7,2443,7.2,0.317738616903225,0.36388776839395653,163.08345786618906,170.21379770267956,Cutter,36,750,735,-7.130339836490492,7.130339836490492,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Rodriguez, Eduardo,593958,L,FC,465,88.3,2186,8.1,0.37549628635784976,0.48060769462349806,200.25752150540868,163.5983921847366,Cutter,48,675,750,36.659129320672065,36.65912932067207,-75,11,15,12,30,1,15,11:15,12:30,-1H 15M
,Montgomery, Jordan,656756,L,FC,354,87.3,2361,8,0.3573134999828663,0.46204156277624164,195.7266694415851,173.67410838285596,Cutter,46,690,735,22.05256105872914,22.05256105872915,-45,11,30,12,15,0,45,11:30,12:15,-0H 45M
,Trivino, Lou,642152,R,FF,291,95.7,2007,16.6,0.8261572222223643,0.9033827712027498,141.62574836752728,148.5788087547972,4-Seam Fastball,90,75,60,-6.953060387269915,6.9530603872698915,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Ross, Joe,605452,R,FF,266,93.6,2116,15,0.7295790451932913,0.8543668036892743,147.0841167562096,157.1891009772679,4-Seam Fastball,85,60,765,-10.104984221058317,10.104984221058313,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Ryan, Joe,657746,R,FF,270,91.2,2172,18,0.8657481939813267,0.9692912030215923,140.28902734510547,140.83768289974165,4-Seam Fastball,97,75,75,-0.5486555546361842,0.5486555546362099,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Gray, Jon,592351,R,FF,1196,94.9,2152,17,0.9010297818993718,0.9554120715898934,139.44958367936474,127.26956998837127,4-Seam Fastball,96,75,105,12.180013690993462,12.18001369099345,-30,1,15,1,45,0,30,1:15,1:45,-0H 30M
,Gil, Luis,661563,R,FF,284,96.1,2445,18,0.8277850830319596,0.8484752047717329,159.99922344729833,164.83752239965688,4-Seam Fastball,85,765,750,-4.838298952358542,4.838298952358546,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Fry, Paul,643316,L,FF,469,92.8,2331,13.5,0.6230634563227312,0.6687599128228608,224.81443548643082,205.9390736313138,4-Seam Fastball,67,630,675,18.875361855117035,18.875361855117035,-45,10,30,11,15,0,45,10:30,11:15,-0H 45M
,Hill, Tim,657612,L,FF,429,92,2257,20.1,0.9410525922700163,0.9789061654847904,263.69666970257396,261.29425883470395,4-Seam Fastball,98,555,555,2.402410867870003,2.402410867870034,0,9,15,9,15,0,0,9:15,9:15, 0H 00M
,Hand, Brad,543272,L,FF,422,92.9,2385,19.1,0.8756394953450525,0.8850429228071238,230.5332635320709,220.56385199337402,4-Seam Fastball,89,615,645,9.969411538696875,9.969411538696885,-30,10,15,10,45,0,30,10:15,10:45,-0H 30M
,Kuhl, Chad,641771,R,FF,380,94.3,2105,17.1,0.8582186896040247,0.986202103648257,136.4928676436184,140.81406043481883,4-Seam Fastball,99,90,75,-4.321192791200417,4.3211927912004295,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Happ, J.A.,457918,L,FF,1442,91,2298,18.3,0.8593341970220004,0.9058165814579511,214.70996794480345,206.64068273627413,4-Seam Fastball,91,645,660,8.069285208529323,8.069285208529303,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,Hammer, JD,670456,R,FF,248,94,2301,19.9,0.9404716620101011,0.9945013924946271,135.82567320374085,143.26880439948326,4-Seam Fastball,99,90,75,-7.44313119574241,7.443131195742412,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Gant, John,607231,R,FF,238,92,2442,19.8,0.9117810526203622,0.9687209045419557,138.81709499997902,140.67500843139942,4-Seam Fastball,97,75,75,-1.8579134314203998,1.8579134314203913,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Fried, Max,608331,L,FF,994,94,2114,12.3,0.6084344115856292,0.7563411266116933,196.41497306643652,186.0060218486815,4-Seam Fastball,76,690,705,10.408951217755003,10.408951217754984,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,Hill, Rich,448179,L,FF,1175,88.1,2339,21,0.9420087571534166,0.9326307291181601,211.0393602140156,207.37143120025095,4-Seam Fastball,93,660,660,3.667929013764649,3.6679290137646317,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,Burr, Ryan,621114,R,FF,297,94.7,2001,15.1,0.7703954643893488,0.9002858736476128,171.97728295150156,174.3894257634688,4-Seam Fastball,90,735,735,-2.412142811967243,2.4121428119672386,0,12,15,12,15,0,0,12:15,12:15, 0H 00M
,Lugo, Seth,607625,R,FF,213,94.2,2228,18.5,0.8810582422100094,0.9354887005861589,148.12913736598477,154.6214957142403,4-Seam Fastball,94,60,765,-6.492358348255522,6.492358348255536,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Crowe, Wil,640444,R,FF,757,93.7,2407,16.3,0.7605949839570317,0.8100609834545022,158.20500627356327,168.60737574377904,4-Seam Fastball,81,765,750,-10.402369470215774,10.402369470215765,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Vest, Will,676684,R,FF,337,93.5,1991,18.1,0.8847326236782882,0.9743573366093927,134.62206423990656,139.1160161240374,4-Seam Fastball,97,90,75,-4.493951884130837,4.49395188413082,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Alexy, A.J.,669935,R,FF,231,93.3,2218,19.3,0.9176047880683823,0.9391319251810545,161.2059639708781,166.95742121687087,4-Seam Fastball,94,765,750,-5.751457245992782,5.751457245992756,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Nola, Aaron,605400,R,FF,1114,92.9,2197,19.3,0.9240269717788946,0.9684803519515626,131.38535056198882,134.0412169612432,4-Seam Fastball,97,90,90,-2.6558663992543927,2.655866399254369,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,Mills, Alec,621219,R,FF,328,88.7,2170,16.4,0.7820979865765977,0.8792876443355235,134.7127434285938,143.7810717853302,4-Seam Fastball,88,90,75,-9.068328356736401,9.068328356736403,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Lange, Alex,656638,R,FF,287,96.4,2340,18.8,0.8874182100495429,0.9381255519679941,141.32437305462528,144.33489992421133,4-Seam Fastball,94,75,75,-3.0105268695860445,3.0105268695860508,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Reyes, Alex,621052,R,FF,381,96.6,2384,17.8,0.8445183952539058,0.8966239200778804,159.52985296554618,162.49090249513216,4-Seam Fastball,90,765,750,-2.961049529585978,2.961049529585985,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Vesia, Alex,681911,L,FF,471,93.8,2365,20.5,0.960631891784309,0.9834039105291207,203.87320656203647,200.10132649980565,4-Seam Fastball,98,675,675,3.771880062230821,3.7718800622308093,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,Bowden, Ben,641386,L,FF,476,92.4,2410,19.7,0.981703482668189,0.9881423198986384,216.25963737410677,213.65941944088718,4-Seam Fastball,99,645,660,2.6002179332195965,2.6002179332196165,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,Brach, Brad,542960,R,FF,274,93.5,2178,16.6,0.815242349288444,0.9136992265978467,141.1461264238212,146.41032504475865,4-Seam Fastball,91,75,60,-5.264198620937464,5.264198620937465,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Wieck, Brad,623364,L,FF,241,92.6,2296,18.7,0.8809903766810135,0.9314380971138446,198.63780781904617,192.954925835997,4-Seam Fastball,93,690,690,5.682881983049185,5.682881983049168,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,Mize, Casey,663554,R,FF,682,93.9,2151,17.9,0.8710847793932436,0.9231355551307956,140.0892607886832,147.73848046393965,4-Seam Fastball,92,75,60,-7.649219675256461,7.649219675256437,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Green, Chad,643338,R,FF,853,95.7,2501,19.4,0.8810949639966292,0.9000437586595873,157.2938250210975,166.1674652508639,4-Seam Fastball,90,765,750,-8.873640229766409,8.873640229766426,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Sale, Chris,519242,L,FF,343,93.6,2292,17.8,0.8357530742608182,0.920326194925765,240.19311488490888,230.75851833504652,4-Seam Fastball,92,600,615,9.434596549862363,9.434596549862317,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M
,Heuer, Codi,676051,R,FF,581,95.8,2361,19.7,0.9262169963785735,0.9829095191551207,134.62307831975644,129.82639351908125,4-Seam Fastball,98,90,105,4.7966848006751945,4.796684800675201,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Ponce, Cody,664074,R,FF,297,93.2,2257,17.1,0.8326073225923916,0.9285345916794355,145.90740766535944,149.58023496815952,4-Seam Fastball,93,75,60,-3.672827302800073,3.6728273028000826,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Irvin, Cole,608344,L,FF,1071,90.8,1957,18.1,0.8965395985026241,0.9827691133579884,215.39013407990666,208.19982930380758,4-Seam Fastball,98,645,660,7.190304776099083,7.1903047760990715,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,Hale, David,571735,R,FF,214,92.8,2226,15.9,0.7618667520544609,0.8302676832211927,145.16389004520119,141.35793318604328,4-Seam Fastball,83,75,75,3.8059568591579023,3.805956859157919,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Hess, David,605276,R,FF,213,94,2085,16.8,0.8332973032965372,0.9350723441464168,155.13741282574443,161.8786584486462,4-Seam Fastball,94,765,750,-6.741245622901772,6.741245622901786,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Smith, Drew,622098,R,FF,343,95,2429,18.2,0.8362750987978621,0.9038340667167701,153.1759852923699,156.85684120123074,4-Seam Fastball,90,60,765,-3.680855908860849,3.680855908860851,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Smyly, Drew,592767,L,FF,995,92.1,2088,18.9,0.9315846688725823,0.9926699882121321,209.5619430953721,202.14177693314863,4-Seam Fastball,99,660,675,7.420166162223467,7.4201661622234685,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Morgan, Eli,669212,R,FF,687,90.5,2223,20.4,0.9606868917118764,0.9908990583766114,143.85569495578446,144.2372960361276,4-Seam Fastball,99,75,75,-0.3816010803431311,0.38160108034314905,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Lauer, Eric,641778,L,FF,826,92.5,2257,19.6,0.9435234967891991,0.9785604077605027,217.02171375562733,212.99225326913077,4-Seam Fastball,98,645,660,4.029460486496561,4.029460486496535,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,Otto, Glenn,657248,R,FF,216,92.6,2190,16.6,0.7856582365094564,0.8205323614757685,151.97084453656532,155.8293324338834,4-Seam Fastball,82,60,765,-3.8584878973180707,3.858487897318072,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Webb, Jacob,657097,R,FF,252,94.1,2412,20.2,0.9588658791054425,0.970103917187737,138.720316112437,140.9882057582215,4-Seam Fastball,97,90,75,-2.2678896457845212,2.267889645784545,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Faria, Jake,607188,R,FF,357,92.3,2101,18.4,0.9103127992555693,0.9855467521833016,161.08278251680156,165.9585866427577,4-Seam Fastball,99,765,750,-4.875804125956137,4.875804125956122,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,McGee, Jake,459429,L,FF,747,94.9,2144,19.1,0.9185948056262512,0.9762889985293302,223.46148302477752,219.22050890840927,4-Seam Fastball,98,630,645,4.24097411636825,4.2409741163682515,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,Barlow, Joe,669618,R,FF,205,94.5,2256,19.6,0.931948606844199,0.9660941316978215,161.2564072780278,163.6927862557056,4-Seam Fastball,97,750,750,-2.436378977677805,2.436378977677809,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,Means, John,607644,L,FF,1113,92.8,2399,20.7,0.9380774679482384,0.9720772361917119,202.55386061339036,199.68121004989806,4-Seam Fastball,97,675,675,2.8726505634923,2.8726505634922748,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,Lester, Jon,452657,L,FF,736,88.7,2170,14.9,0.7020634320478266,0.7642339328134696,213.25928069677667,200.13847357334274,4-Seam Fastball,76,660,675,13.120807123433934,13.120807123433954,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Hader, Josh,623352,L,FF,586,96.3,2065,19.8,1.0033864254789857,0.9902691141949413,212.90370731454362,211.07111483619124,4-Seam Fastball,99,660,660,1.8325924783523817,1.832592478352376,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,Sborz, Josh,622250,R,FF,587,96.7,2340,19.9,0.9393300794265796,0.9716735822990555,156.56413293092214,159.55852006040058,4-Seam Fastball,97,765,765,-2.99438712947844,2.9943871294784343,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Ruiz, José,614179,R,FF,617,97,2329,18.5,0.8780121102629187,0.9329040785558893,153.9906614106889,158.71023059765147,4-Seam Fastball,93,765,765,-4.7195691869625875,4.719569186962581,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Bubic, Kris,663460,L,FF,1134,90.9,2070,16.1,0.7954858264404215,0.9106420218548829,210.945007417208,203.70517617504424,4-Seam Fastball,91,660,675,7.239831242163746,7.239831242163724,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Lynn, Lance,458681,R,FF,1048,94,2407,15.7,0.7270501179972942,0.7933700170633396,146.99073170119163,156.8101038952764,4-Seam Fastball,79,60,765,-9.819372194084764,9.819372194084758,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Webb, Logan,657277,R,FF,215,93.2,2132,13.6,0.6556033492270532,0.7802627761185534,126.6650481355103,138.96313942510614,4-Seam Fastball,78,105,75,-12.298091289595831,12.298091289595844,30,1,45,1,15,0,30,1:45,1:15,+0H 30M
,Head, Louis,545343,R,FF,286,93.7,2254,17.4,0.8205095826501866,0.8532853113560044,149.6265411038312,158.93964593233355,4-Seam Fastball,85,60,765,-9.313104828502361,9.313104828502379,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Sims, Lucas,608371,R,FF,336,95.1,2581,19.8,0.8974353446283097,0.9015754474312174,149.83331255360463,153.38273640867192,4-Seam Fastball,90,60,60,-3.549423855067289,3.5494238550672854,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,Moore, Matt,519043,L,FF,713,92.4,2279,19.8,0.9291422482987464,0.9817379671161873,221.72481065341822,222.65886529584685,4-Seam Fastball,98,630,630,-0.9340546424286345,0.9340546424286272,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,Minor, Mike,501985,L,FF,1110,90.9,2544,14.2,0.637094330481018,0.6878571997450779,204.45351820140644,187.20282873763102,4-Seam Fastball,69,675,705,17.250689463775416,17.2506894637754,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M
,Mears, Nick,683232,R,FF,290,95.6,2184,18.9,0.9317375744630713,0.9745905996865144,162.96325871060492,167.93504561361772,4-Seam Fastball,97,750,750,-4.971786903012799,4.971786903012792,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,Maton, Phil,664208,R,FF,575,91.5,2489,12.8,0.5723210243415934,0.626860519561436,161.19455928040733,185.0470544522431,4-Seam Fastball,63,765,705,-23.852495171835756,23.852495171835766,60,12,45,11,45,1,0,12:45,11:45,+1H 00M
,Ray, Robbie,592662,L,FF,1862,94.8,2273,18.6,0.8824145560865934,0.929910700955392,211.91118755325328,207.24422677196674,4-Seam Fastball,93,660,660,4.666960781286548,4.666960781286522,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,Wick, Rowan,592858,R,FF,249,94.5,2282,16.7,0.8049695739517698,0.9018550284158351,167.96685930417874,173.2764567186482,4-Seam Fastball,90,750,735,-5.309597414469465,5.309597414469464,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Howard, Sam,607572,L,FF,361,93.4,2366,20.1,0.9429496055602077,0.9744257171129703,214.25652522185558,210.69480890340498,4-Seam Fastball,97,645,660,3.561716318450607,3.561716318450569,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,Selman, Sam,572125,L,FF,267,90.9,2350,15.3,0.7156538873268662,0.7434696038579717,209.39030856396096,197.93852287586984,4-Seam Fastball,74,660,690,11.451785688091121,11.451785688091086,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,Long, Sammy,669674,L,FF,306,92.6,2106,18.8,0.90606523627634,0.9844713069880227,209.05200744738522,203.16031161732926,4-Seam Fastball,98,660,675,5.891695830055966,5.891695830055945,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Nolin, Sean,543594,L,FF,228,90.7,2087,18,0.8870654665967456,0.9877391414641207,209.026998547962,208.75705637107174,4-Seam Fastball,99,660,660,0.2699421768902539,0.26994217689022165,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,Gray, Sonny,543243,R,FF,529,92.3,2423,14.9,0.6857118227952412,0.7649152330840162,158.9637652607132,173.20199376951865,4-Seam Fastball,76,765,735,-14.238228508805463,14.238228508805467,30,12,45,12,15,0,30,12:45,12:15,+0H 30M
,May, Trevor,543507,R,FF,673,96.5,2369,18.5,0.8632504679113358,0.8931722346713518,151.90176945411307,159.45695607830638,4-Seam Fastball,89,60,765,-7.555186624193311,7.555186624193331,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Davis, Wade,451584,R,FF,309,92.7,2390,17.4,0.8056057565775177,0.8353604233091763,164.89869890846614,169.34298396548422,4-Seam Fastball,84,750,735,-4.444285057018078,4.4442850570180585,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Miley, Wade,489119,L,FF,421,89.9,2241,16.2,0.7709403485438595,0.857758199043276,200.74913093944062,189.9002221581993,4-Seam Fastball,86,675,705,10.848908781241306,10.848908781241322,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M
,Smith, Will,519293,L,FF,510,92.8,2240,18.3,0.8766461111841246,0.936316092054552,210.0455496798366,203.73715233087404,4-Seam Fastball,94,660,675,6.308397348962558,6.308397348962564,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Darvish, Yu,506433,R,FF,607,94.5,2513,19.6,0.8872942612733834,0.8732588455152928,155.4056799129824,160.5409506628221,4-Seam Fastball,87,765,765,-5.135270749839691,5.135270749839692,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Gallen, Zac,668678,R,FF,1125,93.4,2326,17.2,0.8196888885787549,0.83198309222883,157.89834146309516,168.33616450287263,4-Seam Fastball,83,765,750,-10.43782303977747,10.437823039777445,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Eflin, Zach,621107,R,FF,201,93.1,2149,17,0.8109538166259362,0.8884384798975284,132.47366010627715,141.0980469355322,4-Seam Fastball,89,90,75,-8.624386829255059,8.624386829255066,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Minter, A.J.,621345,L,FF,363,96.1,2355,17.4,0.8393362036784933,0.884166009767034,212.52294791916017,201.86579517377012,4-Seam Fastball,88,660,675,10.65715274539005,10.657152745390048,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Cimber, Adam,643256,R,FF,324,87.1,2199,12.9,0.5950304324626121,0.6967895816513684,88.51138411189983,104.28478067537459,4-Seam Fastball,70,180,150,-15.773396563474762,15.773396563474783,30,3,0,2,30,0,30,3:00,2:30,+0H 30M
,Plutko, Adam,592644,R,FF,503,91.6,2248,18.8,0.8810464656616267,0.9456090652496296,162.32008666722024,166.26303911289327,4-Seam Fastball,95,750,750,-3.942952445673029,3.9429524456730154,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,Manoah, Alek,666201,R,FF,665,93.7,2349,16,0.7463720925337215,0.7794082879766345,149.1858337228548,161.1988371640868,4-Seam Fastball,78,60,765,-12.013003441232001,12.013003441232,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Kay, Anthony,641743,L,FF,359,94.5,2387,15.9,0.7415552580639972,0.8178066095545377,214.8167462659985,202.09775842182586,4-Seam Fastball,82,645,675,12.71898784417263,12.718987844172629,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,Voth, Austin,608723,R,FF,605,94.2,2358,17.6,0.8181196020727516,0.8812978009703455,154.87091674884476,162.0575518064189,4-Seam Fastball,88,765,750,-7.1866350575741365,7.186635057574132,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Ober, Bailey,641927,R,FF,854,92.3,2178,16.6,0.8051557325022318,0.8708696012514796,153.96636737152016,156.38503535433918,4-Seam Fastball,87,765,765,-2.4186679828190165,2.4186679828190285,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Snell, Blake,605483,L,FF,1226,95.1,2398,19.3,0.8953526205390623,0.9353441605284087,203.5002773018482,198.02357211581148,4-Seam Fastball,94,675,690,5.476705186036725,5.476705186036688,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,Keller, Brad,641745,R,FF,682,94.1,2327,13.5,0.6341029457135461,0.6925207760058826,168.82187737959882,185.1313637494019,4-Seam Fastball,69,735,705,-16.309486369803096,16.3094863698031,30,12,15,11,45,0,30,12:15,11:45,+0H 30M
,Suter, Brent,608718,L,FF,849,87.3,2165,11.6,0.5507658243859721,0.6516998437683194,183.62777422314474,159.32324569963316,4-Seam Fastball,65,720,765,24.30452852351158,24.304528523511568,-45,12,0,12,45,0,45,12:00,12:45,-0H 45M
,Abreu, Bryan,650556,R,FF,308,95.7,2216,18.6,0.8812735863272737,0.9252140734058606,149.99529284818854,153.03237226004546,4-Seam Fastball,93,60,60,-3.037079411856922,3.0370794118569107,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,Farmer, Buck,571656,R,FF,344,94,2282,19.4,0.9147454475172012,0.9577421168472923,136.2721228099506,140.54562446176175,4-Seam Fastball,96,90,75,-4.273501651811159,4.273501651811156,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Smith, Burch,572143,R,FF,467,93.4,2277,18.1,0.8473590450877048,0.91064047484843,155.67164926155317,156.21735321163945,4-Seam Fastball,91,765,765,-0.5457039500862777,0.5457039500862864,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Smith, Caleb,592761,L,FF,992,91.4,2422,21.2,0.9969066536657923,0.988171993864031,216.9749487073883,214.71558951426144,4-Seam Fastball,99,645,645,2.259359193126869,2.259359193126833,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,Ellis, Chris,595939,R,FF,232,93.8,2365,20.2,0.9325842424571195,0.9463582962418313,142.5398098611436,146.38052231078805,4-Seam Fastball,95,75,60,-3.8407124496444567,3.8407124496444554,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
